id,label,reason,retried
T068,internal,규정은 교육부 내부의 정책실명제 운영·위원회 구성·공개 절차 등 교육부와 그 소속 기관의 내부 운영을 규정하고 있어 외부 개인·단체에 대한 법적 의무·권리·제재를 직접 부과하지 않음.,False
T069,externally-directed,"The form and provisions govern how external research projects and researchers are selected, contracted, and managed (requirements for applicants, researcher designation, contract details), thereby imposing rules on external entities and individuals outside the Ministry.",False
T071,internal,규정 본문은 중앙사고수습본부의 구성·운영과 내부 조직·임무 편성(부서별 역할·인원 배치 등)을 규정하고 있어 행정기관 내부의 조직·업무 운영을 다루므로 내부지향적입니다.,False
T072,internal,규정 전반은 교육부와 그 소속기관의 정보화업무 조직·책임·계획·운영 등에 관한 내부 행정조직·절차를 규정하고 있어 외부 행위자에게 직접적인 의무·권리·제재를 부과하지 않는다.,False
T073,externally-directed,"규정은 외부위원의 위촉·임기, 교육부 소속기관의 준용 가능성, 청원 처리부서의 출석 통지·의무 등으로 외부 위원 및 다른 부서·당사자들에게 권리·의무를 직접 규정하므로 외부 지향적이다.",False
T074,externally-directed,"훈령은 교육부 소관 건설사업의 총사업비·사업규모·심의 대상·집행기관의 조정 요구 등 사업 수행기관(집행기관), 공공기관 및 사업 시행 주체에게 직접적 의무·절차·요건을 규정하므로 외부 행위자를 구속한다.",False
T075,externally-directed,"지침은 등록기관·원격등록기관, 가입자, 사용기관, 학교·교직원 등 교육부 외부의 기관 및 개인에게 인증서 발급·관리, 신원확인, 정보보호 등의 의무와 적용범위를 직접 규정하고 있어 외부 행위자에게 요구사항을 부과한다.",False
T076,externally-directed,규정이 학교의 설립자·경영자 또는 학교의 장에게 실시하는 행정처분(학생 모집정지 등)을 심의하는 위원회의 구성·운영을 규정하여 외부 행위자(학교 설립자·경영자·학교장 및 위원으로 위촉되는 외부인 등)에 영향을 미치므로 외부 지향적임.,False
T077,externally-directed,"지침 본문이 교육시설 안전등급 기준, 기술인력 자격 인정기준, 점검보고서 포함항목 및 위험표지 설치요령 등 학교·시설 관리자·기술자 등 행정기관 외의 주체에게 준수 의무·기준과 조치(사용제한·금지 등)를 규정하고 있으므로 외부 지향적이다.",False
T078,externally-directed,"규칙 본문이 교육시설의 장, 설계자 등 외부 기관·개인(학교 운영자, 설계자 등)에 대해 점검·보고·내진설계·구조안전확인서 제출·안전조치 의무 등 구체적 요구·의무를 규정하고 있으므로 외부 주체에 지시·구속한다.",False
T079,externally-directed,"규정은 협의회 구성(민간 위촉위원, 현장교원 등 외부인 포함), 위촉·해촉, 수당지급 요건 및 안건 제출권 등 외부 개인·단체에 직접 적용되는 절차와 권한을 규정하고 있으므로 행정조직 외부의 행위자를 구속한다.",False
T080,externally-directed,서식과 절차(입주신청·변경·퇴거·서비스전환 요청 등) 및 입주 대상·요건을 규정하여 교육정보재해복구센터에 입주하는 외부 기관(민간·학교 등)과 그 시스템을 직접 대상으로 요구하고 있기 때문에 외부행위자에게 구속력을 가진 규정임.,False
T081,externally-directed,"규정은 정보·통계의 제공·공개·이용 절차와 외부기관·신청인에게 준수사항(제9조 등)을 규정하고 있으며, 단위학교 등 교육관련기관과 외부기관에 적용되는 제공·협의·제공중단 등 의무를 직접 부과하고 있어 외부 행위자를 규율합니다.",False
T082,externally-directed,"규정 본문이 교육관련 기관 및 참여기관 소속 직원의 협의회 참석 의무(제6조·제4조 등)와 참여기관의 시행 책임(제14조), 분담금 납부(제8조) 등 외부 기관과 개인에게 직접적 의무·기준을 부과하고 있어 외부 행위를 규율합니다.",False
T083,internal,"규정은 교육부 내부에 설치되는 지원단의 구성·운영, 소속 공무원 파견·협조 요청 및 내부 예산·보수 처리를 규정하며, 외부 민간주체에게 직접적인 의무·기준·제재·수혜를 부과하지 않음.",False
T084,externally-directed,"규칙 본문이 연구기관과 연구자(참여연구자, 외국인 포함), 연구개발기관 소속 직원 등 행정기관 밖의 기관·개인에게 보안의무·징계·출입통제·보고·교육 등 구체적 요구와 제재 기준을 직접 규정하고 있기 때문입니다.",False
T085,externally-directed,"규정 전반이 고등교육기관, 학생(장학생), 한국장학재단 등 행정기관 외부의 주체들에게 권리·의무, 장학금 지급·환수, 참여제한 등 제재를 부과하고 있어 외부대상에게 직접적인 구속력을 가진다.",False
T086,externally-directed,"The rule establishes duties, selection and designation procedures, and payment entitlement for external organizations and individuals (e.g., designating 전문기관 and selecting 학습모듈 개발·개선기관, public recruitment, committee members including experts, and payment of allowances), thereby imposing requirements and entitlements on actors outside the issuing administration.",False
T087,externally-directed,규칙은 국·공립대학 등 대상학교와 그 교원·조교·기성회 회장 등 외부 주체들의 지급요건·절차·기준을 직접 규정하여 외부 행위자에게 의무와 권리를 부과하고 있다.,False
T088,externally-directed,"규정은 대학(국립대학), 대학의 장, 교원·직원 및 권한관리자 등 외부 기관과 개인의 권한부여·접속방법·증명서 발급·보안·개인정보 보호 등 의무와 절차를 직접 규정하고 있어 외부 행위자를 대상으로 한다.",False
T089,externally-directed,"규정 본문이 국립대학(대학), 대학 직원·교원, 운영기관 등 외부 기관 및 개인의 권한·의무(접속방법·사용권한·백업·비밀엄수·분담금·전담인력 배치 등)를 직접 규정하고 있어 외부 행위자를 구속한다.",False
T090,internal,"규정은 교육부 소속의 선정위원회 구성·운영 등 내부 조직과 절차를 정하고 있어 행정기관의 내부 조직·운영에 관한 규정으로, 외부의 개인이나 단체에 대한 법적 의무·권리·제재를 직접 부과하지 않음.",False
T091,externally-directed,"지침 본문이 발행자·편찬기관·집필진 등 민간 발행자와 교육기관에 대한 수정·보완 신청·승인 절차, 제출서식, 공개·보급 의무 등을 규정하여 행정조직 외부 행위자들에게 직접적인 의무와 절차를 부과하고 있다.",False
T092,externally-directed,"규정은 민간위원 위촉·임기·수당 지급, 학교·관계기관 대상 의견수렴 및 정책 반영 등 교육부 외부의 개인·기관(민간위원, 관계기관, 학교 등)을 직접 대상으로 하는 운영·의무·권한을 규정하므로 외부 지향적이다.",False
T093,externally-directed,"The rule sets pay-related standards, application procedures, eligibility and limits for temporary teachers (기간제교원) — i.e., obligations and entitlements for actors outside the issuing administration (teachers and schools).",False
T094,externally-directed,규정은 농어촌학교의 순회교원 및 복식수업담당교원에게 지급되는 수당의 금액·지급대상·지급일 등을 직접 규정하여 행정기관 외의 개별 교원들의 권리·의무(수당 지급)를 정하고 있으므로 외부지향적이다.,False
T095,externally-directed,"본문과 별표가 대학·사업단·학생·교원 등 외부 기관과 개인(대학 운영인력, 장학금 수혜자, 산학협력 등)에 대한 자격·지원·비용 사용·협약·의무·지급 조건 등을 규정하고 있어 외부 행위자를 직접 구속한다.",False
T096,externally-directed,"The rule prescribes selection and preferential treatment of awarded teachers and includes forms and procedures for external nominations (schools, individuals, recommending bodies), thus imposing requirements and processes on actors outside the issuing administration.",False
T097,externally-directed,"본 규정은 시험 응시자(개인)와 시험 방식 선택, 응시절차, 합격 인정 기준 등 외부 행위자에게 직접적인 권리·의무(응시요건·합격기준)를 부과하고 있어 외부대상 지시 규정이다.",False
T098,externally-directed,"규정 본문은 국민, 사업장(다중이용시설), 행정기관·경찰관서 등 외부 행위자에게 경보 수신 및 대피·영업중단·교통통제 등의 행동요령과 전달방법을 직접 지시하고 있어 외부 주체에 대한 의무와 지침을 설정합니다.",False
T099,externally-directed,"The form and provisions set application requirements, required attachments, and designation procedures that apply to external entities (organizations seeking designation as lifelong education institutions for people with developmental disabilities), thus binding actors outside the issuing administration.",False
T100,externally-directed,"규정은 보육활동보호센터의 설치·운영, 전문인력·시설 확보, 프로그램 운영 및 상담·연수 제공, 기록·공개 등 센터와 그 서비스를 제공하는 주체(교육부·지자체·센터와 보육교직원·보호자 등)에 대한 의무와 기준을 직접 규정하므로 외부 향한 규율이다.",False
T101,internal,"본문은 교육부 소속기관인 국립국제교육원에 보조금 교부·관리 사무를 위임하는 내부 조직·업무 위임 규정으로, 외부 개인이나 민간기관에 대한 권리·의무·제재를 직접 부과하지 않습니다.",False
T102,externally-directed,"규칙 본문은 기업이 운영하는 사내기술대학(원)의 인정·신청 절차, 보고·서류제출 의무, 인정취소 사유 등 외부 기업(사내교육기관)을 직접 규율하고 있으므로 대외적 규제에 해당함.",False
T103,externally-directed,지침은 사립유치원(유치원장·경영자)에게 교직원의 봉급·수당 지급 기준의 규정·공시·개정 절차와 관할청의 점검·시정 명령 등을 직접 요구하므로 외부 행위자를 구속·의무화합니다.,False
T104,externally-directed,The rule prescribes reporting forms and requirements for private schools and private university instructors (사립학교 교원 임용보고 서식) and thus imposes procedural obligations on external entities (private school operators and institutions).,False
T105,externally-directed,규정은 참여기관의 구성·회의 참석 의무·회의에서 협의한 사항의 시행 책임·수당·재원 등 외부 기관과 소속 직원(민간기관·지자체·연구원 등)을 직접 대상으로 하는 운영·의무·권리 규정을 포함하고 있어 외부 행위자를 규율합니다.,False
T107,externally-directed,규칙은 수석교사(개인 교원)에게 연구활동비 지급액·지급일·지급범위를 직접 규정하여 행정기관 외의 개인(교원)의 법적 지위(수당 지급)에 영향을 미치므로 외부 지향적이다.,False
T108,externally-directed,"본문은 시·도교육청 금고지정 평가항목·배점 기준을 규정하여 금융기관(은행·지역조합 등)에게 적용되는 요건과 평가기준, 점수·채점방식을 직접 정하고 있어 외부 행위자를 규율한다.",False
T109,externally-directed,규칙 본문이 시·도 및 시·군·자치구(지방자치단체)의 부담 비율과 교육비특별회계로의 전출 의무를 규정하여 행정기관 외부인(지방자치단체)의 법적 부담을 직접 설정하고 있으므로 외부 지향적이다.,False
T110,externally-directed,"The guideline lists specific types of citizen-facing complaints/requests and procedures (e.g., issuance of school records, certificates) and sets forms/requirements for applicants and issuing agencies, thereby prescribing obligations and entitlements affecting members of the public and external entities.",False
T111,externally-directed,위원회 심의·의결로 어린이집 원장 및 보육교사의 자격검정 기준·자격증 발급 절차 등을 규정하고 있어 어린이집 운영자·보육교사 등 행정기관 외부 행위자에게 권리·의무와 효력을 직접 부여한다.,False
T112,externally-directed,텍스트는 어린이집 원장·보육교사의 자격기준 중 한국보육진흥원 직원의 경력인정 기준을 규정하여 어린이집 관계자 및 경력 인정 대상인 외부 근로자의 법적 지위에 영향을 미치므로 외부 행위자를 대상으로 한다.,False
T113,externally-directed,"지침의 본문이 연구자, 대학 등 및 전문기관에 적용범위와 준수의무(역할·책임·교육·조사·협조 등)를 직접 규정하고 있어 행정기관 외의 주체를 구속하므로 'externally-directed'이다.",False
T114,externally-directed,"규칙은 학교·영양교사 등 행정기관 외의 주체(학교의 장, 영양교사)를 대상으로 지급대상·업무기준·교육실시·기록보존 등의 의무와 급여(가산금) 지급 규정을 직접 정하고 있으므로 외부 대상에 대한 규제·지급조건을 포함한다.",False
T115,externally-directed,"훈령은 위원회 구성에 민간 단체 대표자, 교직원 단체 대표자, 학부모 단체·연구기관 대표자 등 외부인(사인 및 민간단체)을 위원으로 위촉하고 위촉·해촉, 임기, 수당 지급 등 이들의 법적 지위에 영향을 미치는 규정을 직접 포함하고 있어 외부 행위자를 규율합니다.",False
T116,externally-directed,"규칙은 외국 박사학위 신고 대상자(개인)와 제출서류, 신고방법(온라인 시스템 이용) 및 신고취소 등 외부 행위자에게 직접 의무와 절차를 부과하고 있으므로 외부지향적이다.",False
T117,externally-directed,"The rule sets substantive criteria for imposing aggravated administrative dispositions and fines under the Preschool Education Act, which directly affect external actors (e.g., private childcare providers/operators) by binding them with penalties and application rules.",False
T118,externally-directed,"The rule prescribes curriculum standards and operational requirements (hours, inclusion, teacher actions, evaluation) that bind kindergartens, teachers, and affect children/parents outside the issuing administration, thus directing external actors.",False
T119,internal,"The rule allocates internal staffing (separate personnel quotas) for the Ministry of Education and its subordinate agencies and governs internal organization/position counts rather than imposing requirements, standards, sanctions, or entitlements on external private actors or individuals outside the administration.",False
T120,internal,"The rule sets internal staffing (separate personnel quotas) for national schools and public servants within the administration, organizing government positions rather than imposing requirements, standards, sanctions, or entitlements on external private actors or persons outside the issuing administration.",False
T121,externally-directed,규칙은 대학(외부 기관)들의 입학정원 모집유보 절차·기준·보고 의무·유보 기간·해제 등 외부 기관의 행위를 직접 규율하고 있어 외부 행위자를 대상으로 한다.,False
